,symbol,optionType,expiration,strike,lastPrice,lastTradeDate,inTheMoney,maturity,S0,sigma,returns,method
6290,^NDX,puts,2023-12-15,12325.0,72.1,2023-09-28,False,78,14702.76953125,0.2674330144677887,0.148582732863816,E
6291,^NDX,puts,2024-01-19,10050.0,24.0,2023-09-28,False,113,14702.76953125,0.2674330144677887,0.148582732863816,E
6292,^NDX,calls,2024-05-17,19500.0,26.9,2023-09-28,False,232,14702.76953125,0.2674330144677887,0.148582732863816,E
6293,^NDX,puts,2024-06-21,12000.0,271.0,2023-09-28,False,267,14702.76953125,0.2674330144677887,0.148582732863816,E
6294,^NDX,puts,2024-09-20,11700.0,313.1,2023-09-28,False,358,14702.76953125,0.2674330144677887,0.148582732863816,E
6295,^NDX,calls,2023-12-15,18075.0,5.0,2023-09-20,False,86,14969.919921875,0.2678160958374613,0.15307848015513367,E
6296,^NDX,calls,2023-12-15,18100.0,5.35,2023-09-20,False,86,14969.919921875,0.2678160958374613,0.15307848015513367,E
6297,^NDX,puts,2023-12-15,9200.0,6.0,2023-09-20,False,86,14969.919921875,0.2678160958374613,0.15307848015513367,E
6298,^NDX,calls,2024-01-19,18150.0,16.15,2023-09-20,False,121,14969.919921875,0.2678160958374613,0.15307848015513367,E
6299,^NDX,calls,2024-09-20,15800.0,1305.0,2023-09-20,True,366,14969.919921875,0.2678160958374613,0.15307848015513367,E
6300,^NDX,calls,2024-09-20,15900.0,1267.6,2023-09-20,True,366,14969.919921875,0.2678160958374613,0.15307848015513367,E
6301,^NDX,puts,2024-09-20,15300.0,970.0,2023-09-20,False,366,14969.919921875,0.2678160958374613,0.15307848015513367,E
6302,^NDX,calls,2024-12-20,18600.0,430.0,2023-09-20,False,457,14969.919921875,0.2678160958374613,0.15307848015513367,E
6303,^NDX,puts,2024-12-20,11200.0,252.0,2023-09-20,False,457,14969.919921875,0.2678160958374613,0.15307848015513367,E
6304,^NDX,calls,2023-12-15,18750.0,1.4,2023-10-12,False,64,15184.099609375,0.26673905033105827,0.15403572324073958,E
6305,^NDX,puts,2023-12-15,9575.0,5.0,2023-10-12,False,64,15184.099609375,0.26673905033105827,0.15403572324073958,E
6306,^NDX,puts,2023-12-15,9675.0,5.3,2023-10-12,False,64,15184.099609375,0.26673905033105827,0.15403572324073958,E
6307,^NDX,puts,2023-12-29,14425.0,290.9,2023-10-12,False,78,15184.099609375,0.26673905033105827,0.15403572324073958,E
6308,^NDX,puts,2024-03-15,16800.0,1423.57,2023-10-12,True,155,15184.099609375,0.26673905033105827,0.15403572324073958,E
6309,^NDX,calls,2024-04-19,18500.0,71.2,2023-10-12,False,190,15184.099609375,0.26673905033105827,0.15403572324073958,E
6310,^NDX,puts,2024-06-21,14600.0,617.0,2023-10-12,False,253,15184.099609375,0.26673905033105827,0.15403572324073958,E
6311,^NDX,puts,2024-06-21,17500.0,1987.5,2023-10-12,True,253,15184.099609375,0.26673905033105827,0.15403572324073958,E
6312,^NDX,calls,2023-12-15,19600.0,0.55,2023-09-21,False,85,14694.240234375,0.26785032753743593,0.14906821588291017,E
6313,^NDX,puts,2023-12-15,11150.0,27.2,2023-09-21,False,85,14694.240234375,0.26785032753743593,0.14906821588291017,E
6314,^NDX,puts,2024-01-19,12625.0,132.63,2023-09-21,False,120,14694.240234375,0.26785032753743593,0.14906821588291017,E
6315,^NDX,puts,2024-04-19,12800.0,266.5,2023-09-21,False,211,14694.240234375,0.26785032753743593,0.14906821588291017,E
6316,^NDX,calls,2024-09-20,15300.0,1379.9,2023-09-21,True,365,14694.240234375,0.26785032753743593,0.14906821588291017,E
6317,^NDX,calls,2024-09-20,15400.0,1325.6,2023-09-21,True,365,14694.240234375,0.26785032753743593,0.14906821588291017,E
6318,^NDX,puts,2024-12-20,15200.0,1200.0,2023-09-21,False,456,14694.240234375,0.26785032753743593,0.14906821588291017,E
6319,^NDX,puts,2023-12-15,4000.0,0.3,2023-09-27,False,79,14580.16015625,0.26751826664457073,0.14695894629726894,E
6320,^NDX,puts,2023-12-15,9750.0,12.5,2023-09-27,False,79,14580.16015625,0.26751826664457073,0.14695894629726894,E
6321,^NDX,puts,2023-12-15,10550.0,20.73,2023-09-27,False,79,14580.16015625,0.26751826664457073,0.14695894629726894,E
6322,^NDX,calls,2024-01-19,14450.0,913.45,2023-09-27,True,114,14580.16015625,0.26751826664457073,0.14695894629726894,E
6323,^NDX,calls,2024-01-19,14475.0,892.25,2023-09-27,True,114,14580.16015625,0.26751826664457073,0.14695894629726894,E
6324,^NDX,calls,2024-03-28,14500.0,1112.9,2023-09-27,True,183,14580.16015625,0.26751826664457073,0.14695894629726894,E
6325,^NDX,calls,2024-05-17,17700.0,131.9,2023-09-27,False,233,14580.16015625,0.26751826664457073,0.14695894629726894,E
6326,^NDX,calls,2024-05-17,17800.0,123.8,2023-09-27,False,233,14580.16015625,0.26751826664457073,0.14695894629726894,E
6327,^NDX,calls,2024-05-17,18100.0,93.3,2023-09-27,False,233,14580.16015625,0.26751826664457073,0.14695894629726894,E
6328,^NDX,calls,2024-06-21,17900.0,165.86,2023-09-27,False,268,14580.16015625,0.26751826664457073,0.14695894629726894,E
6329,^NDX,puts,2024-06-21,11900.0,254.8,2023-09-27,False,268,14580.16015625,0.26751826664457073,0.14695894629726894,E
6330,^NDX,calls,2024-09-20,14600.0,1612.5,2023-09-27,True,359,14580.16015625,0.26751826664457073,0.14695894629726894,E
6331,^NDX,puts,2024-09-20,12300.0,399.1,2023-09-27,False,359,14580.16015625,0.26751826664457073,0.14695894629726894,E
6332,^NDX,puts,2024-09-20,14700.0,1003.3,2023-09-27,False,359,14580.16015625,0.26751826664457073,0.14695894629726894,E
6333,^NDX,puts,2024-12-20,11300.0,328.1,2023-09-27,False,450,14580.16015625,0.26751826664457073,0.14695894629726894,E
6334,^NDX,calls,2025-12-19,16000.0,1937.1,2023-09-27,True,814,14580.16015625,0.26751826664457073,0.14695894629726894,E
6335,^NDX,puts,2025-12-19,16000.0,1857.1,2023-09-27,False,814,14580.16015625,0.26751826664457073,0.14695894629726894,E
6336,^NDX,puts,2023-12-15,5800.0,0.75,2023-10-23,False,53,14604.849609375,0.26632267226052575,0.1451839665751311,E
6337,^NDX,puts,2023-12-15,10100.0,9.69,2023-10-23,False,53,14604.849609375,0.26632267226052575,0.1451839665751311,E
6338,^NDX,puts,2023-12-15,11100.0,22.2,2023-10-23,False,53,14604.849609375,0.26632267226052575,0.1451839665751311,E
6339,^NDX,puts,2023-12-15,11475.0,32.1,2023-10-23,False,53,14604.849609375,0.26632267226052575,0.1451839665751311,E
6340,^NDX,puts,2023-12-15,11525.0,31.4,2023-10-23,False,53,14604.849609375,0.26632267226052575,0.1451839665751311,E
6341,^NDX,puts,2023-12-15,11575.0,31.4,2023-10-23,False,53,14604.849609375,0.26632267226052575,0.1451839665751311,E
6342,^NDX,puts,2023-12-15,11625.0,32.7,2023-10-23,False,53,14604.849609375,0.26632267226052575,0.1451839665751311,E
6343,^NDX,puts,2023-12-15,11725.0,29.9,2023-10-23,False,53,14604.849609375,0.26632267226052575,0.1451839665751311,E
6344,^NDX,puts,2023-12-15,12425.0,51.3,2023-10-23,False,53,14604.849609375,0.26632267226052575,0.1451839665751311,E
6345,^NDX,calls,2024-01-19,17900.0,5.2,2023-10-23,False,88,14604.849609375,0.26632267226052575,0.1451839665751311,E
6346,^NDX,puts,2024-01-19,11500.0,58.2,2023-10-23,False,88,14604.849609375,0.26632267226052575,0.1451839665751311,E
6347,^NDX,puts,2024-01-19,11625.0,63.0,2023-10-23,False,88,14604.849609375,0.26632267226052575,0.1451839665751311,E
6348,^NDX,puts,2024-01-19,11700.0,61.3,2023-10-23,False,88,14604.849609375,0.26632267226052575,0.1451839665751311,E
6349,^NDX,puts,2024-01-19,11950.0,76.6,2023-10-23,False,88,14604.849609375,0.26632267226052575,0.1451839665751311,E
6350,^NDX,puts,2024-03-15,7600.0,16.27,2023-10-23,False,144,14604.849609375,0.26632267226052575,0.1451839665751311,E
6351,^NDX,puts,2024-03-15,7900.0,20.2,2023-10-23,False,144,14604.849609375,0.26632267226052575,0.1451839665751311,E
6352,^NDX,calls,2024-04-19,16100.0,408.0,2023-10-23,False,179,14604.849609375,0.26632267226052575,0.1451839665751311,E
6353,^NDX,calls,2024-06-21,16800.0,372.4,2023-10-23,False,242,14604.849609375,0.26632267226052575,0.1451839665751311,E
6354,^NDX,calls,2024-06-21,17400.0,212.3,2023-10-23,False,242,14604.849609375,0.26632267226052575,0.1451839665751311,E
6355,^NDX,puts,2024-06-21,8100.0,48.8,2023-10-23,False,242,14604.849609375,0.26632267226052575,0.1451839665751311,E
6356,^NDX,puts,2024-06-21,15700.0,1331.7,2023-10-23,False,242,14604.849609375,0.26632267226052575,0.1451839665751311,E
6357,^NDX,puts,2024-09-20,9800.0,139.0,2023-10-23,False,333,14604.849609375,0.26632267226052575,0.1451839665751311,E
6358,^NDX,calls,2024-12-20,21800.0,52.0,2023-10-23,False,424,14604.849609375,0.26632267226052575,0.1451839665751311,E
6359,^NDX,puts,2025-12-19,6200.0,76.0,2023-10-23,False,788,14604.849609375,0.26632267226052575,0.1451839665751311,E
6360,^NDX,puts,2023-12-15,8600.0,4.4,2023-10-09,False,67,15047.150390625,0.2670288213381048,0.15253406788676466,E
6361,^NDX,puts,2023-12-15,12350.0,44.25,2023-10-09,False,67,15047.150390625,0.2670288213381048,0.15253406788676466,E
6362,^NDX,calls,2023-12-29,14625.0,953.71,2023-10-09,True,81,15047.150390625,0.2670288213381048,0.15253406788676466,E
6363,^NDX,calls,2023-12-29,14650.0,935.95,2023-10-09,True,81,15047.150390625,0.2670288213381048,0.15253406788676466,E
6364,^NDX,puts,2023-12-29,13050.0,125.6,2023-10-09,False,81,15047.150390625,0.2670288213381048,0.15253406788676466,E
6365,^NDX,puts,2023-12-29,15675.0,880.7,2023-10-09,False,81,15047.150390625,0.2670288213381048,0.15253406788676466,E
6366,^NDX,calls,2024-01-19,18500.0,6.2,2023-10-09,False,102,15047.150390625,0.2670288213381048,0.15253406788676466,E
6367,^NDX,puts,2024-01-19,16125.0,1085.09,2023-10-09,True,102,15047.150390625,0.2670288213381048,0.15253406788676466,E
6368,^NDX,puts,2024-03-15,7200.0,10.15,2023-10-09,False,158,15047.150390625,0.2670288213381048,0.15253406788676466,E
6369,^NDX,calls,2024-03-28,15400.0,778.6,2023-10-09,True,171,15047.150390625,0.2670288213381048,0.15253406788676466,E
6370,^NDX,calls,2024-03-28,15500.0,746.28,2023-10-09,True,171,15047.150390625,0.2670288213381048,0.15253406788676466,E
6371,^NDX,calls,2024-03-28,16000.0,516.72,2023-10-09,True,171,15047.150390625,0.2670288213381048,0.15253406788676466,E
6372,^NDX,puts,2024-03-28,15500.0,981.76,2023-10-09,False,171,15047.150390625,0.2670288213381048,0.15253406788676466,E
6373,^NDX,calls,2024-06-21,13700.0,2215.7,2023-10-09,True,256,15047.150390625,0.2670288213381048,0.15253406788676466,E
6374,^NDX,calls,2024-09-20,16200.0,963.3,2023-10-09,False,347,15047.150390625,0.2670288213381048,0.15253406788676466,E
6375,^NDX,puts,2024-09-20,13000.0,505.0,2023-10-09,False,347,15047.150390625,0.2670288213381048,0.15253406788676466,E
6376,^NDX,puts,2023-12-15,8700.0,4.7,2023-09-18,False,88,15225.3701171875,0.2679409269108395,0.15687457504026914,E
6377,^NDX,puts,2023-12-15,9400.0,7.7,2023-09-18,False,88,15225.3701171875,0.2679409269108395,0.15687457504026914,E
6378,^NDX,puts,2023-12-29,7500.0,3.2,2023-09-18,False,102,15225.3701171875,0.2679409269108395,0.15687457504026914,E
6379,^NDX,puts,2023-12-29,7600.0,4.2,2023-09-18,False,102,15225.3701171875,0.2679409269108395,0.15687457504026914,E
6380,^NDX,calls,2024-01-19,17125.0,100.0,2023-09-18,False,123,15225.3701171875,0.2679409269108395,0.15687457504026914,E
6381,^NDX,puts,2024-06-21,9600.0,61.8,2023-09-18,False,277,15225.3701171875,0.2679409269108395,0.15687457504026914,E
6382,^NDX,puts,2024-09-20,11300.0,204.0,2023-09-18,False,368,15225.3701171875,0.2679409269108395,0.15687457504026914,E
6383,^NDX,puts,2023-12-15,8950.0,5.3,2023-09-19,False,87,15191.23046875,0.2678343765082316,0.1562762564546458,E
6384,^NDX,calls,2024-03-15,14400.0,1534.14,2023-09-19,True,178,15191.23046875,0.2678343765082316,0.1562762564546458,E
6385,^NDX,calls,2024-03-15,19800.0,10.5,2023-09-19,False,178,15191.23046875,0.2678343765082316,0.1562762564546458,E
6386,^NDX,calls,2024-09-20,14700.0,1936.5,2023-09-19,True,367,15191.23046875,0.2678343765082316,0.1562762564546458,E
6387,^NDX,calls,2024-09-20,14900.0,1808.7,2023-09-19,True,367,15191.23046875,0.2678343765082316,0.1562762564546458,E
6388,^NDX,calls,2024-09-20,15100.0,1673.3,2023-09-19,True,367,15191.23046875,0.2678343765082316,0.1562762564546458,E
6389,^NDX,puts,2024-09-20,13700.0,569.3,2023-09-19,False,367,15191.23046875,0.2678343765082316,0.1562762564546458,E
6390,^NDX,puts,2025-12-19,9200.0,214.5,2023-09-19,False,822,15191.23046875,0.2678343765082316,0.1562762564546458,E
6391,^NDX,puts,2023-12-15,9650.0,11.0,2023-09-22,False,84,14701.099609375,0.2677408944273154,0.1490440365751919,E
6392,^NDX,puts,2023-12-29,18000.0,2964.84,2023-09-22,True,98,14701.099609375,0.2677408944273154,0.1490440365751919,E
6393,^NDX,puts,2023-12-29,19000.0,3947.08,2023-09-22,True,98,14701.099609375,0.2677408944273154,0.1490440365751919,E
6394,^NDX,puts,2024-03-15,16200.0,1395.6,2023-09-22,True,175,14701.099609375,0.2677408944273154,0.1490440365751919,E
6395,^NDX,puts,2024-03-28,12000.0,166.9,2023-09-22,False,188,14701.099609375,0.2677408944273154,0.1490440365751919,E
6396,^NDX,puts,2024-04-19,12100.0,195.4,2023-09-22,False,210,14701.099609375,0.2677408944273154,0.1490440365751919,E
6397,^NDX,puts,2024-05-17,12600.0,296.2,2023-09-22,False,238,14701.099609375,0.2677408944273154,0.1490440365751919,E
6398,^NDX,puts,2024-06-28,12000.0,254.0,2023-09-22,False,280,14701.099609375,0.2677408944273154,0.1490440365751919,E
6399,^NDX,puts,2024-06-28,12200.0,279.3,2023-09-22,False,280,14701.099609375,0.2677408944273154,0.1490440365751919,E
6400,^NDX,puts,2024-06-28,12400.0,306.9,2023-09-22,False,280,14701.099609375,0.2677408944273154,0.1490440365751919,E
6401,^NDX,puts,2024-06-28,12500.0,320.9,2023-09-22,False,280,14701.099609375,0.2677408944273154,0.1490440365751919,E
6402,^NDX,puts,2024-09-20,14200.0,755.8,2023-09-22,False,364,14701.099609375,0.2677408944273154,0.1490440365751919,E
6403,^NDX,puts,2024-09-20,14300.0,784.4,2023-09-22,False,364,14701.099609375,0.2677408944273154,0.1490440365751919,E
6404,^NDX,puts,2024-09-20,14400.0,814.4,2023-09-22,False,364,14701.099609375,0.2677408944273154,0.1490440365751919,E
6405,^NDX,puts,2024-09-20,14500.0,844.0,2023-09-22,False,364,14701.099609375,0.2677408944273154,0.1490440365751919,E
6406,^NDX,puts,2024-09-20,14600.0,876.2,2023-09-22,False,364,14701.099609375,0.2677408944273154,0.1490440365751919,E
6407,^NDX,puts,2024-12-20,4400.0,9.6,2023-09-22,False,455,14701.099609375,0.2677408944273154,0.1490440365751919,E
6408,^NDX,puts,2024-12-20,4800.0,12.6,2023-09-22,False,455,14701.099609375,0.2677408944273154,0.1490440365751919,E
6409,^NDX,calls,2025-12-19,18700.0,1000.0,2023-09-22,False,819,14701.099609375,0.2677408944273154,0.1490440365751919,E
6410,^NDX,puts,2023-12-15,10675.0,13.4,2023-10-18,False,58,14909.259765625,0.26651441607818865,0.14978039986550376,E
6411,^NDX,puts,2023-12-15,11875.0,30.61,2023-10-18,False,58,14909.259765625,0.26651441607818865,0.14978039986550376,E
6412,^NDX,calls,2023-12-29,17475.0,10.3,2023-10-18,False,72,14909.259765625,0.26651441607818865,0.14978039986550376,E
6413,^NDX,calls,2023-12-29,17525.0,9.3,2023-10-18,False,72,14909.259765625,0.26651441607818865,0.14978039986550376,E
6414,^NDX,calls,2023-12-29,18800.0,0.8,2023-10-18,False,72,14909.259765625,0.26651441607818865,0.14978039986550376,E
6415,^NDX,puts,2024-06-21,9800.0,83.0,2023-10-18,False,247,14909.259765625,0.26651441607818865,0.14978039986550376,E
6416,^NDX,puts,2024-06-21,9900.0,87.0,2023-10-18,False,247,14909.259765625,0.26651441607818865,0.14978039986550376,E
6417,^NDX,puts,2024-08-16,13000.0,419.6,2023-10-18,False,303,14909.259765625,0.26651441607818865,0.14978039986550376,E
6418,^NDX,puts,2023-12-15,10925.0,26.8,2023-10-03,False,73,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6419,^NDX,puts,2023-12-15,11325.0,25.2,2023-10-03,False,73,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6420,^NDX,calls,2024-01-19,12600.0,2384.47,2023-10-03,True,108,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6421,^NDX,puts,2024-01-19,11575.0,76.65,2023-10-03,False,108,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6422,^NDX,puts,2024-03-15,11400.0,109.7,2023-10-03,False,164,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6423,^NDX,calls,2024-04-19,19100.0,22.95,2023-10-03,False,199,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6424,^NDX,puts,2024-04-19,10900.0,125.06,2023-10-03,False,199,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6425,^NDX,puts,2024-04-19,11000.0,132.41,2023-10-03,False,199,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6426,^NDX,calls,2024-05-17,19000.0,41.1,2023-10-03,False,227,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6427,^NDX,calls,2024-05-17,19100.0,37.35,2023-10-03,False,227,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6428,^NDX,puts,2024-05-17,10900.0,148.62,2023-10-03,False,227,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6429,^NDX,calls,2024-06-21,11800.0,3459.1,2023-10-03,True,262,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6430,^NDX,calls,2024-06-21,14900.0,1221.1,2023-10-03,True,262,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6431,^NDX,calls,2024-06-21,19500.0,40.97,2023-10-03,False,262,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6432,^NDX,puts,2024-06-21,9200.0,73.52,2023-10-03,False,262,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6433,^NDX,calls,2024-06-28,19900.0,32.55,2023-10-03,False,269,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6434,^NDX,calls,2024-06-28,20000.0,29.95,2023-10-03,False,269,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6435,^NDX,puts,2024-06-28,11100.0,202.1,2023-10-03,False,269,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6436,^NDX,calls,2024-09-20,19200.0,135.17,2023-10-03,False,353,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6437,^NDX,calls,2024-09-20,19300.0,126.03,2023-10-03,False,353,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6438,^NDX,calls,2024-09-20,19400.0,118.65,2023-10-03,False,353,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6439,^NDX,calls,2024-09-20,19500.0,110.9,2023-10-03,False,353,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6440,^NDX,puts,2024-09-20,10800.0,233.43,2023-10-03,False,353,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6441,^NDX,puts,2024-09-20,11500.0,313.9,2023-10-03,False,353,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6442,^NDX,calls,2024-12-20,8000.0,7057.98,2023-10-03,True,444,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6443,^NDX,calls,2024-12-20,13500.0,2614.01,2023-10-03,True,444,14565.6201171875,0.2672716549673736,0.1462747380479933,E
6444,^NDX,calls,2023-12-29,14200.0,1026.28,2023-10-06,True,84,14973.240234375,0.2671297165413277,0.15163746203968453,E
6445,^NDX,calls,2023-12-29,14850.0,717.11,2023-10-06,True,84,14973.240234375,0.2671297165413277,0.15163746203968453,E
6446,^NDX,calls,2024-01-19,14625.0,1012.82,2023-10-06,True,105,14973.240234375,0.2671297165413277,0.15163746203968453,E
6447,^NDX,calls,2024-01-19,18250.0,8.0,2023-10-06,False,105,14973.240234375,0.2671297165413277,0.15163746203968453,E
6448,^NDX,puts,2024-02-16,10800.0,47.12,2023-10-06,False,133,14973.240234375,0.2671297165413277,0.15163746203968453,E
6449,^NDX,puts,2024-03-15,10200.0,58.65,2023-10-06,False,161,14973.240234375,0.2671297165413277,0.15163746203968453,E
6450,^NDX,calls,2024-03-28,15100.0,904.9,2023-10-06,True,174,14973.240234375,0.2671297165413277,0.15163746203968453,E
6451,^NDX,calls,2024-06-21,13600.0,2341.38,2023-10-06,True,259,14973.240234375,0.2671297165413277,0.15163746203968453,E
6452,^NDX,calls,2024-06-21,18800.0,95.5,2023-10-06,False,259,14973.240234375,0.2671297165413277,0.15163746203968453,E
6453,^NDX,puts,2024-08-16,13500.0,540.15,2023-10-06,False,315,14973.240234375,0.2671297165413277,0.15163746203968453,E
6454,^NDX,puts,2024-08-16,14000.0,658.15,2023-10-06,False,315,14973.240234375,0.2671297165413277,0.15163746203968453,E
6455,^NDX,calls,2025-12-19,20200.0,675.0,2023-10-06,False,805,14973.240234375,0.2671297165413277,0.15163746203968453,E
6456,^NDX,calls,2023-12-29,14450.0,867.9,2023-10-04,True,86,14776.25,0.26723699771369963,0.14913531404603156,E
6457,^NDX,puts,2023-12-29,12125.0,74.3,2023-10-04,False,86,14776.25,0.26723699771369963,0.14913531404603156,E
6458,^NDX,puts,2023-12-29,12175.0,72.6,2023-10-04,False,86,14776.25,0.26723699771369963,0.14913531404603156,E
6459,^NDX,puts,2023-12-29,12250.0,76.9,2023-10-04,False,86,14776.25,0.26723699771369963,0.14913531404603156,E
6460,^NDX,puts,2024-01-19,11600.0,68.5,2023-10-04,False,107,14776.25,0.26723699771369963,0.14913531404603156,E
6461,^NDX,calls,2024-03-28,14700.0,1124.7,2023-10-04,True,176,14776.25,0.26723699771369963,0.14913531404603156,E
6462,^NDX,calls,2024-03-28,15200.0,819.9,2023-10-04,True,176,14776.25,0.26723699771369963,0.14913531404603156,E
6463,^NDX,calls,2024-03-28,15300.0,760.5,2023-10-04,True,176,14776.25,0.26723699771369963,0.14913531404603156,E
6464,^NDX,puts,2024-03-28,11600.0,145.0,2023-10-04,False,176,14776.25,0.26723699771369963,0.14913531404603156,E
6465,^NDX,puts,2024-03-28,13100.0,325.3,2023-10-04,False,176,14776.25,0.26723699771369963,0.14913531404603156,E
6466,^NDX,puts,2024-06-28,11500.0,223.0,2023-10-04,False,268,14776.25,0.26723699771369963,0.14913531404603156,E
6467,^NDX,puts,2024-09-20,12400.0,417.6,2023-10-04,False,352,14776.25,0.26723699771369963,0.14913531404603156,E
6468,^NDX,puts,2024-09-20,12500.0,431.8,2023-10-04,False,352,14776.25,0.26723699771369963,0.14913531404603156,E
6469,^NDX,puts,2024-09-20,12600.0,449.6,2023-10-04,False,352,14776.25,0.26723699771369963,0.14913531404603156,E
6470,^NDX,puts,2023-12-29,7200.0,2.9,2023-09-25,False,95,14768.900390625,0.26763789109987574,0.14988274603943924,E
6471,^NDX,puts,2023-12-29,7400.0,3.3,2023-09-25,False,95,14768.900390625,0.26763789109987574,0.14988274603943924,E
6472,^NDX,puts,2023-12-29,8100.0,5.3,2023-09-25,False,95,14768.900390625,0.26763789109987574,0.14988274603943924,E
6473,^NDX,puts,2024-04-19,12600.0,252.6,2023-09-25,False,207,14768.900390625,0.26763789109987574,0.14988274603943924,E
6474,^NDX,calls,2024-09-20,19100.0,152.0,2023-09-25,False,361,14768.900390625,0.26763789109987574,0.14988274603943924,E
6475,^NDX,puts,2024-09-20,9900.0,126.0,2023-09-25,False,361,14768.900390625,0.26763789109987574,0.14988274603943924,E
6476,^NDX,puts,2024-09-20,10100.0,139.5,2023-09-25,False,361,14768.900390625,0.26763789109987574,0.14988274603943924,E
6477,^NDX,puts,2024-09-20,10600.0,173.6,2023-09-25,False,361,14768.900390625,0.26763789109987574,0.14988274603943924,E
6478,^NDX,puts,2024-09-20,10700.0,186.9,2023-09-25,False,361,14768.900390625,0.26763789109987574,0.14988274603943924,E
6479,^NDX,puts,2024-09-20,10900.0,200.9,2023-09-25,False,361,14768.900390625,0.26763789109987574,0.14988274603943924,E
6480,^NDX,puts,2024-09-20,11100.0,222.0,2023-09-25,False,361,14768.900390625,0.26763789109987574,0.14988274603943924,E
6481,^NDX,calls,2024-01-19,12200.0,2697.1,2023-10-05,True,106,14723.2197265625,0.2671353854154636,0.14826905389904993,E
6482,^NDX,calls,2024-05-17,16700.0,346.9,2023-10-05,False,225,14723.2197265625,0.2671353854154636,0.14826905389904993,E
6483,^NDX,puts,2024-05-17,11500.0,180.8,2023-10-05,False,225,14723.2197265625,0.2671353854154636,0.14826905389904993,E
6484,^NDX,puts,2024-05-17,13500.0,480.8,2023-10-05,False,225,14723.2197265625,0.2671353854154636,0.14826905389904993,E
6485,^NDX,puts,2024-06-21,8500.0,48.69,2023-10-05,False,260,14723.2197265625,0.2671353854154636,0.14826905389904993,E
6486,^NDX,calls,2024-12-20,16200.0,1120.5,2023-10-05,False,442,14723.2197265625,0.2671353854154636,0.14826905389904993,E
6487,^NDX,calls,2024-01-19,13275.0,1962.76,2023-10-02,True,109,14837.5703125,0.26723858691747576,0.15023827553270225,E
6488,^NDX,puts,2024-02-16,15900.0,1157.43,2023-10-02,False,137,14837.5703125,0.26723858691747576,0.15023827553270225,E
6489,^NDX,puts,2024-03-15,9600.0,37.25,2023-10-02,False,165,14837.5703125,0.26723858691747576,0.15023827553270225,E
6490,^NDX,calls,2024-03-28,14800.0,1064.0,2023-10-02,True,178,14837.5703125,0.26723858691747576,0.15023827553270225,E
6491,^NDX,puts,2024-04-19,12200.0,211.2,2023-10-02,False,200,14837.5703125,0.26723858691747576,0.15023827553270225,E
6492,^NDX,calls,2024-05-17,15400.0,929.72,2023-10-02,True,228,14837.5703125,0.26723858691747576,0.15023827553270225,E
6493,^NDX,calls,2024-05-17,15600.0,827.82,2023-10-02,True,228,14837.5703125,0.26723858691747576,0.15023827553270225,E
6494,^NDX,puts,2024-05-17,15500.0,1080.69,2023-10-02,False,228,14837.5703125,0.26723858691747576,0.15023827553270225,E
6495,^NDX,calls,2024-09-20,19000.0,170.4,2023-10-02,False,354,14837.5703125,0.26723858691747576,0.15023827553270225,E
6496,^NDX,calls,2024-09-30,13800.0,2283.3,2023-10-02,True,364,14837.5703125,0.26723858691747576,0.15023827553270225,E
6497,^NDX,calls,2024-09-30,15500.0,1312.1,2023-10-02,True,364,14837.5703125,0.26723858691747576,0.15023827553270225,E
6498,^NDX,calls,2024-09-30,16100.0,1012.4,2023-10-02,False,364,14837.5703125,0.26723858691747576,0.15023827553270225,E
6499,^NDX,calls,2024-12-20,18700.0,358.0,2023-10-02,False,445,14837.5703125,0.26723858691747576,0.15023827553270225,E
6500,^NDX,puts,2024-04-19,11200.0,119.8,2023-09-29,False,203,14715.240234375,0.26732421906843534,0.14863832502787086,E
6501,^NDX,puts,2024-04-19,11300.0,120.1,2023-09-29,False,203,14715.240234375,0.26732421906843534,0.14863832502787086,E
6502,^NDX,calls,2024-06-21,13500.0,2286.76,2023-09-29,True,266,14715.240234375,0.26732421906843534,0.14863832502787086,E
