,symbol,optionType,expiration,strike,lastPrice,lastTradeDate,inTheMoney,maturity,S0,sigma,returns,method
91,AAPL,calls,2023-12-22,145.0,40.98,2023-11-13,True,39,184.8000030517578,0.33214785592267443,0.2644308021885899,A
92,AAPL,puts,2023-12-22,240.0,54.98,2023-11-13,True,39,184.8000030517578,0.33214785592267443,0.2644308021885899,A
93,AAPL,puts,2024-03-15,95.0,0.11,2023-11-13,False,123,184.8000030517578,0.33214785592267443,0.2644308021885899,A
94,AAPL,puts,2024-04-19,215.0,29.99,2023-11-13,True,158,184.8000030517578,0.33214785592267443,0.2644308021885899,A
95,AAPL,puts,2024-04-19,220.0,35.04,2023-11-13,True,158,184.8000030517578,0.33214785592267443,0.2644308021885899,A
96,AAPL,puts,2024-06-21,225.0,39.6,2023-11-13,True,221,184.8000030517578,0.33214785592267443,0.2644308021885899,A
97,AAPL,puts,2024-06-21,235.0,50.57,2023-11-13,True,221,184.8000030517578,0.33214785592267443,0.2644308021885899,A
98,AAPL,calls,2024-09-20,50.0,137.05,2023-11-13,True,312,184.8000030517578,0.33214785592267443,0.2644308021885899,A
99,AAPL,calls,2024-09-20,65.0,122.15,2023-11-13,True,312,184.8000030517578,0.33214785592267443,0.2644308021885899,A
100,AAPL,puts,2024-09-20,245.0,60.23,2023-11-13,True,312,184.8000030517578,0.33214785592267443,0.2644308021885899,A
101,AAPL,calls,2024-12-20,95.0,95.0,2023-11-13,True,403,184.8000030517578,0.33214785592267443,0.2644308021885899,A
102,AAPL,calls,2024-12-20,130.0,64.2,2023-11-13,True,403,184.8000030517578,0.33214785592267443,0.2644308021885899,A
103,AAPL,calls,2025-01-17,90.0,100.2,2023-11-13,True,431,184.8000030517578,0.33214785592267443,0.2644308021885899,A
104,AAPL,calls,2025-06-20,100.0,93.35,2023-11-13,True,585,184.8000030517578,0.33214785592267443,0.2644308021885899,A
105,AAPL,puts,2025-09-19,105.0,1.84,2023-11-13,False,676,184.8000030517578,0.33214785592267443,0.2644308021885899,A
106,AAPL,calls,2025-12-19,95.0,99.74,2023-11-13,True,767,184.8000030517578,0.33214785592267443,0.2644308021885899,A
107,AAPL,calls,2025-12-19,105.0,91.07,2023-11-13,True,767,184.8000030517578,0.33214785592267443,0.2644308021885899,A
108,AAPL,calls,2026-01-16,60.0,129.8,2023-11-13,True,795,184.8000030517578,0.33214785592267443,0.2644308021885899,A
109,AAPL,calls,2026-01-16,115.0,83.41,2023-11-13,True,795,184.8000030517578,0.33214785592267443,0.2644308021885899,A
110,AAPL,puts,2026-01-16,65.0,0.56,2023-11-13,False,795,184.8000030517578,0.33214785592267443,0.2644308021885899,A
111,AAPL,calls,2023-11-24,235.0,0.01,2023-10-16,False,39,178.48486328125,0.33383106789905886,0.26152495050466396,A
112,AAPL,calls,2023-11-24,255.0,0.01,2023-10-30,False,25,170.06593322753906,0.33295109085859903,0.24955777367425966,A
113,AAPL,puts,2023-11-24,80.0,0.01,2023-10-30,False,25,170.06593322753906,0.33295109085859903,0.24955777367425966,A
114,AAPL,calls,2023-12-01,100.0,70.15,2023-10-30,True,32,170.06593322753906,0.33295109085859903,0.24955777367425966,A
115,AAPL,puts,2024-01-19,55.0,0.01,2023-10-30,False,81,170.06593322753906,0.33295109085859903,0.24955777367425966,A
116,AAPL,calls,2024-09-20,115.0,62.1,2023-10-30,True,326,170.06593322753906,0.33295109085859903,0.24955777367425966,A
117,AAPL,puts,2025-06-20,310.0,140.05,2023-10-30,True,599,170.06593322753906,0.33295109085859903,0.24955777367425966,A
118,AAPL,calls,2025-12-19,75.0,101.9,2023-10-30,True,781,170.06593322753906,0.33295109085859903,0.24955777367425966,A
119,AAPL,puts,2023-11-24,75.0,0.01,2023-10-09,False,46,178.75450134277344,0.3344396394825256,0.26289469703554125,A
120,AAPL,puts,2023-11-24,110.0,0.01,2023-11-14,False,10,187.44000244140625,0.3320689601960577,0.26709578234913733,A
121,AAPL,puts,2023-11-24,260.0,73.3,2023-11-14,True,10,187.44000244140625,0.3320689601960577,0.26709578234913733,A
122,AAPL,puts,2023-12-01,265.0,77.55,2023-11-14,True,17,187.44000244140625,0.3320689601960577,0.26709578234913733,A
123,AAPL,calls,2023-12-08,135.0,52.25,2023-11-14,True,24,187.44000244140625,0.3320689601960577,0.26709578234913733,A
124,AAPL,calls,2023-12-15,90.0,97.9,2023-11-14,True,31,187.44000244140625,0.3320689601960577,0.26709578234913733,A
125,AAPL,puts,2023-12-15,215.0,28.27,2023-11-14,True,31,187.44000244140625,0.3320689601960577,0.26709578234913733,A
126,AAPL,calls,2023-12-29,125.0,63.58,2023-11-14,True,45,187.44000244140625,0.3320689601960577,0.26709578234913733,A
127,AAPL,calls,2023-12-29,250.0,0.02,2023-11-14,False,45,187.44000244140625,0.3320689601960577,0.26709578234913733,A
128,AAPL,calls,2024-01-19,275.0,0.01,2023-11-14,False,66,187.44000244140625,0.3320689601960577,0.26709578234913733,A
129,AAPL,puts,2024-01-19,90.0,0.02,2023-11-14,False,66,187.44000244140625,0.3320689601960577,0.26709578234913733,A
130,AAPL,calls,2024-02-16,110.0,79.74,2023-11-14,True,94,187.44000244140625,0.3320689601960577,0.26709578234913733,A
131,AAPL,puts,2024-02-16,50.0,0.01,2023-11-14,False,94,187.44000244140625,0.3320689601960577,0.26709578234913733,A
132,AAPL,calls,2024-03-15,125.0,64.64,2023-11-14,True,122,187.44000244140625,0.3320689601960577,0.26709578234913733,A
133,AAPL,puts,2024-03-15,225.0,38.17,2023-11-14,True,122,187.44000244140625,0.3320689601960577,0.26709578234913733,A
134,AAPL,calls,2024-04-19,130.0,61.19,2023-11-14,True,157,187.44000244140625,0.3320689601960577,0.26709578234913733,A
135,AAPL,calls,2024-04-19,275.0,0.06,2023-11-14,False,157,187.44000244140625,0.3320689601960577,0.26709578234913733,A
136,AAPL,puts,2024-04-19,85.0,0.07,2023-11-14,False,157,187.44000244140625,0.3320689601960577,0.26709578234913733,A
137,AAPL,calls,2024-06-21,105.0,86.0,2023-11-14,True,220,187.44000244140625,0.3320689601960577,0.26709578234913733,A
138,AAPL,calls,2024-06-21,310.0,0.04,2023-11-14,False,220,187.44000244140625,0.3320689601960577,0.26709578234913733,A
139,AAPL,puts,2024-09-20,85.0,0.25,2023-11-14,False,311,187.44000244140625,0.3320689601960577,0.26709578234913733,A
140,AAPL,puts,2024-09-20,90.0,0.31,2023-11-14,False,311,187.44000244140625,0.3320689601960577,0.26709578234913733,A
141,AAPL,puts,2024-09-20,225.0,38.29,2023-11-14,True,311,187.44000244140625,0.3320689601960577,0.26709578234913733,A
142,AAPL,puts,2024-09-20,250.0,62.55,2023-11-14,True,311,187.44000244140625,0.3320689601960577,0.26709578234913733,A
143,AAPL,calls,2024-12-20,115.0,79.08,2023-11-14,True,402,187.44000244140625,0.3320689601960577,0.26709578234913733,A
144,AAPL,calls,2024-12-20,125.0,70.35,2023-11-14,True,402,187.44000244140625,0.3320689601960577,0.26709578234913733,A
145,AAPL,calls,2024-12-20,285.0,0.75,2023-11-14,False,402,187.44000244140625,0.3320689601960577,0.26709578234913733,A
146,AAPL,puts,2024-12-20,55.0,0.1,2023-11-14,False,402,187.44000244140625,0.3320689601960577,0.26709578234913733,A
147,AAPL,puts,2024-12-20,90.0,0.47,2023-11-14,False,402,187.44000244140625,0.3320689601960577,0.26709578234913733,A
148,AAPL,puts,2024-12-20,95.0,0.58,2023-11-14,False,402,187.44000244140625,0.3320689601960577,0.26709578234913733,A
149,AAPL,calls,2025-01-17,105.0,88.5,2023-11-14,True,430,187.44000244140625,0.3320689601960577,0.26709578234913733,A
150,AAPL,calls,2025-01-17,115.0,79.75,2023-11-14,True,430,187.44000244140625,0.3320689601960577,0.26709578234913733,A
151,AAPL,puts,2025-01-17,70.0,0.24,2023-11-14,False,430,187.44000244140625,0.3320689601960577,0.26709578234913733,A
152,AAPL,calls,2025-06-20,130.0,69.3,2023-11-14,True,584,187.44000244140625,0.3320689601960577,0.26709578234913733,A
153,AAPL,calls,2025-06-20,135.0,65.6,2023-11-14,True,584,187.44000244140625,0.3320689601960577,0.26709578234913733,A
154,AAPL,puts,2025-09-19,195.0,21.45,2023-11-14,True,675,187.44000244140625,0.3320689601960577,0.26709578234913733,A
155,AAPL,puts,2025-09-19,210.0,29.54,2023-11-14,True,675,187.44000244140625,0.3320689601960577,0.26709578234913733,A
156,AAPL,puts,2025-09-19,260.0,72.5,2023-11-14,True,675,187.44000244140625,0.3320689601960577,0.26709578234913733,A
157,AAPL,puts,2025-12-19,65.0,0.54,2023-11-14,False,766,187.44000244140625,0.3320689601960577,0.26709578234913733,A
158,AAPL,puts,2025-12-19,70.0,0.71,2023-11-14,False,766,187.44000244140625,0.3320689601960577,0.26709578234913733,A
159,AAPL,puts,2025-12-19,85.0,1.17,2023-11-14,False,766,187.44000244140625,0.3320689601960577,0.26709578234913733,A
160,AAPL,puts,2026-01-16,55.0,0.32,2023-11-14,False,794,187.44000244140625,0.3320689601960577,0.26709578234913733,A
161,AAPL,puts,2026-01-16,95.0,1.66,2023-11-14,False,794,187.44000244140625,0.3320689601960577,0.26709578234913733,A
162,AAPL,puts,2026-01-16,240.0,53.2,2023-11-14,True,794,187.44000244140625,0.3320689601960577,0.26709578234913733,A
163,AAPL,calls,2023-12-01,75.0,95.4,2023-10-31,True,31,170.54531860351562,0.33281902976406097,0.24993354388878344,A
164,AAPL,calls,2023-12-08,130.0,40.7,2023-10-31,True,38,170.54531860351562,0.33281902976406097,0.24993354388878344,A
165,AAPL,calls,2023-12-15,80.0,90.6,2023-10-31,True,45,170.54531860351562,0.33281902976406097,0.24993354388878344,A
166,AAPL,calls,2025-06-20,70.0,105.57,2023-10-31,True,598,170.54531860351562,0.33281902976406097,0.24993354388878344,A
167,AAPL,puts,2025-06-20,240.0,69.22,2023-10-31,True,598,170.54531860351562,0.33281902976406097,0.24993354388878344,A
168,AAPL,calls,2025-09-19,255.0,5.07,2023-10-31,False,689,170.54531860351562,0.33281902976406097,0.24993354388878344,A
169,AAPL,calls,2023-12-01,85.0,98.42,2023-11-09,True,22,182.1699981689453,0.3322360797821168,0.2619390557679812,A
170,AAPL,calls,2023-12-15,70.0,113.25,2023-11-09,True,36,182.1699981689453,0.3322360797821168,0.2619390557679812,A
171,AAPL,calls,2023-12-29,115.0,69.45,2023-11-09,True,50,182.1699981689453,0.3322360797821168,0.2619390557679812,A
172,AAPL,calls,2023-12-29,135.0,48.4,2023-11-09,True,50,182.1699981689453,0.3322360797821168,0.2619390557679812,A
173,AAPL,calls,2023-12-29,255.0,0.01,2023-11-09,False,50,182.1699981689453,0.3322360797821168,0.2619390557679812,A
174,AAPL,calls,2024-01-19,55.0,127.54,2023-11-09,True,71,182.1699981689453,0.3322360797821168,0.2619390557679812,A
175,AAPL,puts,2024-01-19,65.0,0.01,2023-11-09,False,71,182.1699981689453,0.3322360797821168,0.2619390557679812,A
176,AAPL,calls,2024-02-16,80.0,104.71,2023-11-09,True,99,182.1699981689453,0.3322360797821168,0.2619390557679812,A
177,AAPL,calls,2024-03-15,70.0,114.1,2023-11-09,True,127,182.1699981689453,0.3322360797821168,0.2619390557679812,A
178,AAPL,calls,2024-03-15,75.0,109.54,2023-11-09,True,127,182.1699981689453,0.3322360797821168,0.2619390557679812,A
179,AAPL,calls,2024-03-15,85.0,98.74,2023-11-09,True,127,182.1699981689453,0.3322360797821168,0.2619390557679812,A
180,AAPL,calls,2024-03-15,90.0,93.98,2023-11-09,True,127,182.1699981689453,0.3322360797821168,0.2619390557679812,A
181,AAPL,calls,2024-03-15,95.0,89.03,2023-11-09,True,127,182.1699981689453,0.3322360797821168,0.2619390557679812,A
182,AAPL,puts,2024-03-15,215.0,32.79,2023-11-09,True,127,182.1699981689453,0.3322360797821168,0.2619390557679812,A
183,AAPL,calls,2024-04-19,95.0,89.33,2023-11-09,True,162,182.1699981689453,0.3322360797821168,0.2619390557679812,A
184,AAPL,calls,2024-04-19,110.0,74.95,2023-11-09,True,162,182.1699981689453,0.3322360797821168,0.2619390557679812,A
185,AAPL,calls,2024-04-19,120.0,66.5,2023-11-09,True,162,182.1699981689453,0.3322360797821168,0.2619390557679812,A
186,AAPL,puts,2024-04-19,280.0,96.85,2023-11-09,True,162,182.1699981689453,0.3322360797821168,0.2619390557679812,A
187,AAPL,calls,2024-06-21,55.0,128.22,2023-11-09,True,225,182.1699981689453,0.3322360797821168,0.2619390557679812,A
188,AAPL,calls,2024-06-21,75.0,108.6,2023-11-09,True,225,182.1699981689453,0.3322360797821168,0.2619390557679812,A
189,AAPL,calls,2024-09-20,70.0,116.04,2023-11-09,True,316,182.1699981689453,0.3322360797821168,0.2619390557679812,A
190,AAPL,calls,2024-09-20,85.0,101.0,2023-11-09,True,316,182.1699981689453,0.3322360797821168,0.2619390557679812,A
191,AAPL,calls,2024-12-20,75.0,111.7,2023-11-09,True,407,182.1699981689453,0.3322360797821168,0.2619390557679812,A
192,AAPL,calls,2025-01-17,85.0,103.62,2023-11-09,True,435,182.1699981689453,0.3322360797821168,0.2619390557679812,A
193,AAPL,calls,2025-06-20,65.0,122.38,2023-11-09,True,589,182.1699981689453,0.3322360797821168,0.2619390557679812,A
194,AAPL,calls,2025-12-19,115.0,80.1,2023-11-09,True,771,182.1699981689453,0.3322360797821168,0.2619390557679812,A
195,AAPL,puts,2025-12-19,55.0,0.36,2023-11-09,False,771,182.1699981689453,0.3322360797821168,0.2619390557679812,A
196,AAPL,calls,2023-12-01,230.0,0.06,2023-10-13,False,49,178.61468505859375,0.3339648114249814,0.2618857054408885,A
197,AAPL,puts,2024-01-19,235.0,53.0,2023-10-13,True,98,178.61468505859375,0.3339648114249814,0.2618857054408885,A
198,AAPL,calls,2023-12-01,235.0,0.02,2023-11-02,False,29,177.3363800048828,0.33276480000662134,0.25749861283808595,A
199,AAPL,calls,2023-12-22,105.0,72.45,2023-11-02,True,50,177.3363800048828,0.33276480000662134,0.25749861283808595,A
200,AAPL,calls,2023-12-22,110.0,68.2,2023-11-02,True,50,177.3363800048828,0.33276480000662134,0.25749861283808595,A
201,AAPL,calls,2024-02-16,65.0,114.2,2023-11-02,True,106,177.3363800048828,0.33276480000662134,0.25749861283808595,A
202,AAPL,puts,2024-02-16,225.0,47.8,2023-11-02,True,106,177.3363800048828,0.33276480000662134,0.25749861283808595,A
203,AAPL,puts,2024-12-20,265.0,87.5,2023-11-02,True,414,177.3363800048828,0.33276480000662134,0.25749861283808595,A
204,AAPL,calls,2025-09-19,225.0,12.56,2023-11-02,False,687,177.3363800048828,0.33276480000662134,0.25749861283808595,A
205,AAPL,calls,2025-12-19,55.0,123.01,2023-11-02,True,778,177.3363800048828,0.33276480000662134,0.25749861283808595,A
206,AAPL,calls,2023-12-01,240.0,0.02,2023-10-17,False,45,176.9169158935547,0.33372647699124586,0.25949763102099943,A
207,AAPL,calls,2023-12-01,245.0,0.01,2023-10-24,False,38,173.21180725097656,0.3331591083591338,0.25411698464883137,A
208,AAPL,calls,2024-02-16,300.0,0.01,2023-10-24,False,115,173.21180725097656,0.3331591083591338,0.25411698464883137,A
209,AAPL,calls,2024-09-20,105.0,74.03,2023-10-24,True,332,173.21180725097656,0.3331591083591338,0.25411698464883137,A
210,AAPL,calls,2023-12-01,265.0,0.02,2023-10-23,False,39,172.7723846435547,0.3332921415166932,0.25379945809168614,A
211,AAPL,calls,2023-12-15,65.0,108.5,2023-10-23,True,53,172.7723846435547,0.3332921415166932,0.25379945809168614,A
212,AAPL,calls,2024-09-20,110.0,69.66,2023-10-23,True,333,172.7723846435547,0.3332921415166932,0.25379945809168614,A
213,AAPL,calls,2024-12-20,65.0,110.67,2023-10-23,True,424,172.7723846435547,0.3332921415166932,0.25379945809168614,A
214,AAPL,puts,2023-12-01,75.0,0.01,2023-10-18,False,44,175.608642578125,0.3336140696718757,0.25776186021099845,A
215,AAPL,puts,2024-01-19,290.0,114.39,2023-10-18,True,93,175.608642578125,0.3336140696718757,0.25776186021099845,A
216,AAPL,calls,2024-02-16,290.0,0.01,2023-10-18,False,121,175.608642578125,0.3336140696718757,0.25776186021099845,A
